epoch,learning_rate,loss,mae,val_loss,val_mae
0,0.0010000000474974513,0.019576095044612885,0.13449527323246002,0.022549299523234367,0.15863092243671417
1,0.0010000000474974513,0.005147384013980627,0.06542936712503433,0.008163408376276493,0.09201804548501968
2,0.0010000000474974513,0.0038633691146969795,0.05443780869245529,0.002645657630637288,0.05006399005651474
3,0.0010000000474974513,0.0033312009181827307,0.04991614818572998,0.002021973254159093,0.03914497047662735
4,0.0010000000474974513,0.0029563852585852146,0.04682200029492378,0.0020238442812114954,0.03556359186768532
5,0.0010000000474974513,0.002804800169542432,0.045017894357442856,0.0022367406636476517,0.03516564518213272
6,0.0010000000474974513,0.002644040621817112,0.043781828135252,0.0019305552123114467,0.03186604008078575
7,0.0005000000237487257,0.002527458593249321,0.042813584208488464,0.0012716682394966483,0.02954479679465294
8,0.0005000000237487257,0.0024498028215020895,0.04227834939956665,0.001484582549892366,0.02914288640022278
9,0.0005000000237487257,0.002430622698739171,0.04223877936601639,0.0011926477309316397,0.02853226661682129
10,0.0005000000237487257,0.0022976903710514307,0.04150867462158203,0.001329887192696333,0.028306609019637108
11,0.0002500000118743628,0.002262743888422847,0.041153330355882645,0.0011949051404371858,0.026947101578116417
12,0.0002500000118743628,0.0022524807136505842,0.041366156190633774,0.001051843399181962,0.026570914313197136
13,0.0002500000118743628,0.0021497495472431183,0.04019426181912422,0.0011794334277510643,0.02713669463992119
14,0.0002500000118743628,0.0021970674861222506,0.04072781279683113,0.0011642648605629802,0.02617834508419037
15,0.0002500000118743628,0.0021368502639234066,0.040418852120637894,0.0010490594431757927,0.026101022958755493
16,0.0001250000059371814,0.0020984243601560593,0.040027305483818054,0.0010418846504762769,0.026461558416485786
17,0.0001250000059371814,0.0021024944726377726,0.04006211832165718,0.0011804495006799698,0.026964956894516945
18,0.0001250000059371814,0.0021026970352977514,0.0399632565677166,0.001057768939062953,0.025759035721421242
19,6.25000029685907e-05,0.0020633917301893234,0.039715010672807693,0.0010055778548121452,0.025877991691231728
20,6.25000029685907e-05,0.0020202556625008583,0.03959695249795914,0.0010059697087854147,0.02602277509868145
21,6.25000029685907e-05,0.002046197885647416,0.03951631486415863,0.001007653889246285,0.02562865801155567
22,3.125000148429535e-05,0.0020261374302208424,0.039494313299655914,0.00105273665394634,0.025330236181616783
23,3.125000148429535e-05,0.002048410242423415,0.039850667119026184,0.0010278222616761923,0.025370674207806587
24,3.125000148429535e-05,0.0020237171556800604,0.03937844932079315,0.0009919441072270274,0.025140009820461273
25,1.5625000742147677e-05,0.0020402364898473024,0.03960001841187477,0.0010493294103071094,0.025276608765125275
26,1.5625000742147677e-05,0.0020790323615074158,0.03988195210695267,0.001008013030514121,0.025278491899371147
27,1.5625000742147677e-05,0.0020021628588438034,0.03946618363261223,0.0010898152831941843,0.02554425224661827
28,7.812500371073838e-06,0.0020138651598244905,0.03937852010130882,0.0010286972392350435,0.025363193824887276
29,7.812500371073838e-06,0.001981972251087427,0.03905777633190155,0.0010550650767982006,0.02541329897940159
